datetime,co,no,no2,nox,o3,pm10,pm25,prs,rainf,rh,so2,sr,tout,wdr,wsr
2020-04-20 01:00:00,0.61,0.7116345045319399,13.444175553776681,15.487069337776283,48.0,14.0,14.426523158278656,707.9,0.0,33.0,4.235864410338806,0.167,27.0,123.0,4.4
2020-04-22 10:00:00,1.31,1.6,11.786441943590908,14.694577913785906,22.0,58.0,28.24070142954315,706.9,0.0,69.0,3.6,0.166,27.0,63.0,3.8
2020-04-24 01:00:00,0.87,0.9002527354828587,4.4,6.2,54.0,22.0,16.0,708.1,0.0,31.0,2.6,0.171,26.0,137.0,5.0
2020-04-24 15:00:00,0.94,2.0,6.1,8.0,96.0,55.0,15.0,706.8,0.0,9.0,3.0,0.185,36.0,84.0,7.5
2020-04-24 21:00:00,0.95,1.6,8.1,9.8,54.0,26.0,15.0,706.7,0.0,15.0,2.4,0.183,33.0,93.0,5.6
2020-04-25 17:00:00,1.21,2.0,4.1,6.0,52.0,66.0,43.0,710.1,0.0,47.0,4.722189659122797,0.176,29.0,92.0,15.1
2020-04-26 02:00:00,1.09,0.5342625637978813,1.9,3.6,38.0,20.0,19.0,713.9,0.0,80.0,2.3,0.167,22.0,84.0,9.9
2020-04-29 01:00:00,0.99,1.5,5.9,7.5,53.0,37.0,7.0,709.5,0.0,36.0,2.5,0.173,26.0,149.0,4.8
2020-04-29 10:00:00,1.34,7.2,19.6,26.8,57.0,45.0,13.0,709.7,0.0,26.0,3.6,0.199,31.0,47.0,3.2
2020-05-01 02:00:00,1.04,1.5,10.1,11.7,37.0,25.0,9.0,712.2,0.0,52.0,2.8,0.173,21.0,334.0,5.6
2020-05-01 16:00:00,1.17,1.8,3.7,5.6,73.0,32.0,17.0,710.0,0.0,30.0,2.7,0.18,33.0,117.0,9.1
2020-05-02 22:00:00,1.13,1.5,2.6,4.2,39.0,31.0,10.0,711.0,0.0,56.0,2.5,0.173,28.0,82.0,9.8
2020-05-03 01:00:00,1.12,1.5,3.8,5.4,33.0,25.0,10.0,711.4,0.0,73.0,3.6,0.169,23.0,53.0,8.0
2020-05-03 02:00:00,1.11,1.5,4.5,6.1,30.0,22.0,10.0,711.1,0.0,77.0,3.7,0.169,23.0,34.0,5.7
2020-05-03 20:00:00,1.09,1.5,3.6,5.1,39.0,22.0,14.0,708.6,0.0,33.0,3.2139855558694066,0.177,31.0,141.0,8.4
2020-05-05 00:00:00,1.25,0.25838252118064986,2.6,4.0,35.0,45.0,29.0,708.4,0.0,62.0,3.7,0.171,27.0,58.0,8.4
2020-05-07 19:00:00,1.18,1.6,2.5,4.2,56.0,13.0,11.0,709.2,0.0,37.0,2.9,0.175,30.0,149.0,14.9
2020-05-08 19:00:00,1.28,1.8,7.4,9.2,58.0,9.0,8.0,711.2,0.0,66.0,2.5,0.17,21.0,249.0,5.5
2020-05-08 21:00:00,1.43,1.6,13.1,14.7,34.0,18.0,12.0,712.5,0.0,67.0,3.0,0.177,22.0,119.0,3.9
2020-05-08 23:00:00,1.49,0.969438516962974,13.7,15.3,25.0,23.0,14.0,713.8,0.0,68.0,2.9,0.179,22.0,266.0,2.5
2020-05-10 20:00:00,1.27,1.5,3.1,4.7,48.0,20.0,11.0,713.5,0.0,64.0,2.6,0.169,23.0,145.0,7.9
2020-05-11 22:00:00,1.2,1.5,2.2,3.8,48.0,11.0,5.0,710.5,0.0,66.0,2.2,0.164,21.0,92.0,8.7
2020-05-12 18:00:00,1.3,1.8,3.8,5.6,76.0,31.0,15.0,708.2,0.0,46.0,2.8,0.174,29.0,134.0,9.5
2020-05-13 21:00:00,1.28,1.6,2.6,4.3,39.0,21.0,13.0,708.3,0.0,63.0,2.9,0.169,26.0,100.0,15.8
2020-05-13 23:00:00,1.29,1.5,4.6,6.1,44.0,22.0,9.0,709.2,0.0,63.0,2.9,0.168,23.0,65.0,9.3
2020-05-14 00:00:00,1.28,1.5,4.3,5.9,40.0,17.0,9.0,709.3,0.0,69.0,8.7,0.167,23.0,61.0,9.2
2020-05-14 04:00:00,1.35,0.6718291360647086,4.8,6.4,27.0,28.0,11.0,709.0,0.0,82.0,3.5,0.167,22.0,72.0,4.7
2020-05-16 13:00:00,1.48,2.0,5.0,7.0,78.0,48.0,26.0,706.8,0.0,52.0,3.5,0.176,30.0,82.0,8.3
2020-05-17 17:00:00,1.29,1.6,2.6,4.3,70.0,22.0,14.0,709.7,0.0,34.0,5.5,0.178,32.0,161.0,11.0
2020-05-18 02:00:00,1.45,0.7835170187685563,12.1,13.7,30.0,22.0,13.0,710.6,0.0,66.0,6.7,0.176,23.0,26.0,1.8
2020-05-18 18:00:00,1.32,1.9,4.1,6.0,63.0,13.0,9.0,708.4,0.0,26.0,2.7,0.181,34.0,145.0,11.8
2020-05-18 22:00:00,1.39,1.6,6.5,8.1,50.0,13.0,10.0,709.3,0.0,33.0,3.7834440587632443,0.179,30.0,118.0,5.1
2020-05-19 02:00:00,1.41,0.7586132349597712,3.6,5.2,32.0,25.0,14.0,708.9,0.0,66.0,2.759011240828414,0.169,25.0,68.0,6.0
2020-05-20 03:00:00,1.52,1.6,8.3,9.9,32.0,40.0,37.0,706.2,0.0,59.0,3.8,0.174,26.0,16.0,5.2
2020-05-21 00:00:00,1.5,0.801895376114448,2.4,4.0,39.0,41.0,28.0,706.3,0.0,62.0,3.0,0.17,28.0,60.0,7.5
2020-05-21 14:00:00,1.51,1.3608299340931111,2.7,4.8,49.0,40.0,23.0,707.1,0.0,53.0,3.1,0.174,30.0,135.0,13.6
2020-05-21 15:00:00,1.52,2.3,3.0,5.3,45.0,28.0,26.0,706.8,0.0,57.0,2.9,0.173,29.0,145.0,14.6
2020-05-23 06:00:00,1.51,1.7,6.6,8.3,27.0,25.0,18.0,707.8,0.0,79.0,3.2,0.168,23.0,13.0,6.3
2020-05-23 22:00:00,1.49,1.0799892440416095,2.1,3.7,57.0,30.0,13.0,706.9,0.0,51.0,2.8,0.17,28.0,101.0,8.0
2020-05-25 12:00:00,1.62,2.2,5.1,7.4,61.0,39.0,21.0,706.7,0.0,63.0,4.0,0.172,26.0,65.0,8.9
2020-05-26 13:00:00,1.64,2.4,6.1,8.5,44.0,8.0,6.0,711.2,0.0,76.0,2.5,0.17,22.0,78.0,7.9
2020-05-26 19:00:00,1.6,1.7,5.7,7.4,62.0,20.0,10.0,709.8,0.0,58.0,2.9,0.173,26.0,112.0,6.2
2020-05-27 23:00:00,1.57,0.7896719759452608,4.2,5.7,32.0,14.0,17.426072337586334,708.5,0.0,63.0,2.5,0.171,26.0,118.0,2.7
2020-05-28 08:00:00,1.75,5.1,11.8,16.9,17.0,34.0,20.68222363800669,710.6,0.0,76.0,5.0,0.18,23.0,82.0,6.5
2020-05-28 14:00:00,1.55,2.1,3.7,5.8,61.0,31.0,16.43540787062784,710.1,0.0,39.0,7.3,0.179,31.0,135.0,9.8
2020-05-29 09:00:00,1.85,7.5,13.0,20.5,30.0,54.0,21.00642124961405,714.5,0.0,55.0,5.0,0.187,24.0,359.0,4.7
2020-05-29 13:00:00,1.5,2.2,4.0,6.2,69.0,13.0,8.537704018257045,714.6,0.0,41.0,3.5,0.177,27.0,99.0,8.7
2020-05-29 19:00:00,1.53,1.8,4.6,6.4,54.0,12.0,6.617388903408255,713.4,0.0,44.0,2.8,0.176,27.0,103.0,9.8
2020-05-30 01:00:00,1.46,1.0610030002239483,2.1,3.6,50.0,16.0,11.583003754033257,714.0,0.0,54.0,2.3,0.168,23.0,103.0,5.5
2020-05-30 03:00:00,1.49,1.040658200422456,3.4,4.9,41.0,12.0,14.794955661629956,713.1,0.0,58.0,2.4,0.168,22.0,102.0,1.1
2020-05-30 22:00:00,1.78,1.5,7.9,9.4,44.0,24.0,14.629941378059698,713.2,0.0,56.0,2.9,0.175,24.0,119.0,5.1
2020-06-01 10:00:00,1.86,5.2,9.5,14.7,31.0,50.0,21.808951763590017,713.9,0.0,69.0,3.7,0.18,23.0,40.0,5.0
2020-06-01 18:00:00,1.65,1.9,3.7,5.5,51.0,17.0,13.0,711.5,0.0,54.0,2.7,0.174,27.0,146.0,8.2
2020-06-02 00:00:00,1.54,1.6,1.1,2.8,32.0,3.0,10.392580840513688,712.9,0.0,78.0,2.2,0.166,22.0,147.0,7.4
2020-06-02 07:00:00,1.68,2.6,6.1,8.6,15.0,12.0,11.0,712.6,0.0,83.0,2.5,0.17,21.0,103.0,1.8
2020-06-02 16:00:00,1.63,2.3,2.3,4.6,36.0,9.0,5.0,711.5,0.0,53.0,2.6,0.174,28.0,90.0,9.8
2020-06-03 00:00:00,1.56,1.6,0.9,2.6,25.0,4.0,7.715367903521269,712.2,0.0,73.0,2.3,0.168,24.0,141.0,9.3
2020-06-04 10:00:00,2.02,5.7,8.2,13.9,43.0,53.0,20.0,710.1,0.0,64.0,3.1,0.181,27.0,50.0,4.4
2020-06-04 11:00:00,2.01,4.5,9.9,14.4,55.0,49.0,23.0,710.1,0.0,59.0,3.6,0.182,28.0,34.0,5.9
2020-06-05 14:00:00,1.72,2.2,2.3,4.6,37.0,25.0,10.0,710.1,0.0,52.0,3.1,0.175,29.0,89.0,12.6
2020-06-05 21:00:00,1.7,1.6,2.5,4.2,26.0,10.0,9.0,709.6,0.0,52.0,2.5,0.174,29.0,122.0,11.1
2020-06-06 07:00:00,1.8,8.6,5.3,13.9,8.0,24.0,12.0,710.3,0.0,81.0,4.0,0.176,23.0,60.0,5.8
2020-06-06 13:00:00,1.75,2.1,3.3,5.4,59.0,17.0,11.0,709.6,0.0,43.0,3.7458083882918274,0.177,30.0,67.0,10.2
2020-06-07 02:00:00,1.68,1.152351054147271,1.0,2.6,38.0,23.0,6.0,708.4,0.0,58.0,2.4,0.168,26.0,116.0,8.3
2020-06-07 18:00:00,1.7,1.6,1.4,3.0,62.0,14.0,8.0,705.2,0.0,32.0,3.3,0.177,34.0,107.0,8.0
2020-06-08 10:00:00,1.97,4.2,8.5,12.7,42.0,60.0,14.0,706.2,0.0,44.0,4.3,0.182,30.0,34.0,3.9
2020-06-08 14:00:00,2.3060558562915183,6.255663224510251,11.492188284592032,17.354221679298377,29.277000043769405,60.56498282156497,23.441341920500463,711.6719864691273,0.0,53.78940088667105,4.90663209523413,0.20528941812072343,22.42239470122672,116.5819486382984,6.7954419108129756
2020-06-09 11:00:00,2.5,7.6,24.6,32.2,45.0,101.0,35.0,706.7,0.0,52.0,13.2,0.202,31.0,62.0,6.6
2020-06-10 15:00:00,1.81,1.9,3.0,4.9,70.0,22.0,12.0,712.7,0.0,40.0,2.9,0.18,32.0,83.0,13.2
2020-06-11 05:00:00,1.78,1.5,1.4,3.0,37.0,19.0,11.0,715.0,0.0,68.0,2.4,0.17,24.0,96.0,7.7
2020-06-11 07:00:00,1.94,2.1,7.2,9.3,24.0,26.0,12.0,715.8,0.0,77.0,3.243875690845485,0.176,24.0,87.0,7.5
2020-06-11 13:00:00,2.09,6.0,10.8,16.8,35.0,33.0,17.0,717.0,0.0,71.0,5.8,0.186,25.0,75.0,9.3
2020-06-16 01:00:00,1.82,1.5,1.1,2.6,34.0,14.0,6.0,713.5,0.0,62.0,2.5,0.169,25.0,120.0,7.8
2020-06-16 05:00:00,1.85,1.6,1.8,3.4,21.0,9.0,6.0,713.1,0.0,80.0,2.4,0.166,22.0,61.0,5.1
2020-06-16 19:00:00,1.87,1.7,2.2,3.9,36.0,10.0,7.0,710.6,0.0,42.0,2.4,0.176,30.0,147.0,13.0
2020-06-17 06:00:00,1.91,2.0,4.6,6.6,10.0,2.0,9.696895345947382,711.8,0.0,80.0,2.3,0.169,23.0,78.0,6.5
2020-06-20 16:00:00,2.3060558562915183,6.255663224510251,11.492188284592032,17.354221679298377,29.277000043769405,60.56498282156497,23.441341920500463,711.6719864691273,0.0,53.78940088667105,4.90663209523413,0.20528941812072343,22.42239470122672,116.5819486382984,6.7954419108129756
2020-06-22 11:00:00,2.52,6.5,14.4,20.9,40.0,44.0,24.0,710.0,0.0,56.0,7.4,0.191,29.0,46.0,6.3
2020-06-23 19:00:00,2.09,1.3,3.5,4.8,39.0,42.0,20.0,708.1,0.0,40.0,5.9,0.177,32.0,151.0,9.3
2020-06-23 20:00:00,2.06,1.1,2.9,4.1,36.0,36.0,18.0,708.6,0.0,42.0,4.7,0.176,31.0,142.0,8.9
2020-06-24 16:00:00,2.11,1.6,3.8,5.3,54.0,44.0,16.0,708.4,0.0,39.0,6.8,0.178,32.0,118.0,10.4
2020-06-25 10:00:00,2.93,10.9,21.3,32.1,32.0,44.0,19.0,711.1,0.0,53.0,6.1,0.199,26.0,53.0,4.9
2020-06-26 09:00:00,2.38,6.4,7.8,14.2,17.0,28.0,18.220939009771996,712.2,0.0,75.0,3.8,0.179,24.0,66.0,5.1
2020-06-26 10:00:00,2.36,5.3,7.0,12.2,24.0,33.0,17.250181622075843,712.3,0.0,69.0,3.2,0.179,25.0,75.0,6.3
2020-06-26 14:00:00,2.2,1.9,3.9,5.9,41.0,21.0,11.388688040870761,711.5,0.0,57.0,2.9,0.176,28.0,91.0,9.6
2020-06-26 22:00:00,2.12,1.1,1.5,2.7,27.0,18.0,10.304833864957686,711.2,0.0,73.0,2.5,0.168,24.0,134.0,12.0
2020-06-28 20:00:00,2.11,1.0,1.9,3.1,31.0,51.0,29.0,706.7,0.0,58.0,2.5,0.172,29.0,139.0,12.0
2020-06-30 07:00:00,2.23,6.8,8.1,14.9,6.0,77.0,27.0,708.8,0.0,81.0,3.8,0.177,24.0,39.0,4.6
2020-06-30 14:00:00,2.42,1.6,8.9,10.5,75.0,68.0,40.0,708.4,0.0,62.0,4.4,0.179,29.0,81.0,7.7
2020-06-30 19:00:00,2.22,1.5,4.3,5.8,32.0,37.0,23.0,707.8,0.0,61.0,2.6,0.175,29.0,110.0,7.2
2020-07-01 19:00:00,2.19,1.3,3.4,4.7,47.0,57.0,23.0,708.0,0.0,48.0,2.9,0.176,31.0,143.0,12.2
2020-07-02 23:00:00,2.13,1.2,2.7,3.9,4.0,63.0,29.0,710.6,0.0,52.0,2.7,0.174,28.0,92.0,8.9
2020-07-03 17:00:00,2.15,1.7,2.7,4.5,50.227359473551004,41.0,19.0,709.6,0.0,33.0,2.8,0.18,33.0,136.0,11.4
2020-07-03 18:00:00,2.15,1.9,3.4,5.3,51.582258936270065,34.0,16.0,709.4,0.0,32.0,2.9,0.181,33.0,136.0,12.8
2020-07-05 07:00:00,2.35,2.0,5.5,7.4,16.145996042115797,37.0,19.0,709.7,0.0,78.0,3.6,0.171,24.0,349.0,3.1
2020-07-05 14:00:00,2.26,1.4,3.6,5.0,50.94230097013349,56.0,18.0,708.9,0.0,31.0,4.9,0.181,34.0,85.0,10.9
2020-07-06 01:00:00,2.15,1.4,4.4,5.8,36.57455430001015,25.0,11.0,708.4,0.0,45.0,3.0,0.174,28.0,32.0,4.4
2020-07-06 10:00:00,2.56,5.7,10.9,16.6,31.549566835950074,38.0,29.0,709.9,0.0,59.0,4.2,0.186,28.0,48.0,4.9
2020-07-07 13:00:00,2.41,2.1,8.2,10.3,43.26292674016919,63.0,32.0,710.3,0.0,49.0,8.3,0.184,31.0,62.0,8.8
2020-07-08 05:00:00,2.21,1.2,2.2,3.5,24.8408753916855,41.0,23.0,709.2,0.0,76.0,2.6,0.168,25.0,69.0,5.5
2020-07-09 13:00:00,2.44,1.5,5.1,6.6,44.38729445259838,70.0,34.0,709.2,0.0,49.0,3.7,0.181,32.0,72.0,11.1
2020-07-09 14:00:00,2.35,1.5,3.7,5.2,46.93318727168996,61.0,27.0,708.8,0.0,41.0,3.5,0.181,34.0,77.0,9.7
2020-07-09 18:00:00,2.25,1.6,3.2,4.7,53.45197947739803,29.0,16.0,707.5,0.0,31.0,2.8,0.182,36.0,145.0,12.4
2020-07-10 08:00:00,2.49,6.8,8.6,15.4,21.009274846148045,67.0,26.0,711.5,0.0,73.0,5.3,0.182,25.0,44.0,3.5
2020-07-10 17:00:00,2.28,1.6,2.6,4.2,53.282537052214224,40.0,16.0,710.5,0.0,30.0,4.1,0.185,36.0,145.0,11.6
2020-07-10 23:00:00,2.25,1.2,1.9,3.2,43.08432269294519,34.0,15.0,711.7,0.0,49.0,3.725165233311401,0.176,30.0,128.0,12.0
2020-07-12 03:00:00,2.43,2.9,6.8,9.7,27.167500358994488,43.0,20.0,710.5,0.0,68.0,4.4,0.176,26.0,25.0,5.4
2020-07-12 10:00:00,2.44,3.4,5.0,8.4,32.74202522873867,50.0,28.0,712.1,0.0,63.0,4.1,0.178,28.0,6.0,5.7
2020-07-12 11:00:00,2.69,2.6,7.0,9.6,36.65346479118121,66.0,30.0,711.9,0.0,54.0,4.9,0.182,30.0,17.0,6.4
2020-07-12 13:00:00,2.45,2.5,8.0,10.4,49.55045371993283,56.0,25.0,710.8,0.0,39.0,11.0,0.186,33.0,60.0,9.9
2020-07-12 19:00:00,2.19,1.3,1.3,2.6,55.89034814528246,26.0,6.0,709.0,0.0,19.0,2.6,0.181,36.0,143.0,11.4
2020-07-13 06:00:00,2.46,4.1,9.2,13.3,18.159768500254316,57.0,22.0,710.2,0.0,63.0,3.5,0.178,25.0,349.0,1.1
2020-07-13 09:00:00,2.65,8.1,10.1,18.2,32.64888589541803,48.0,25.0,710.8,0.0,51.0,4.9,0.188,29.0,25.0,3.8
2020-07-13 15:00:00,2.3,1.5,2.9,4.4,60.26908745289923,32.0,16.0,709.1,0.0,20.0,6.0,0.185,37.0,121.0,12.6
2020-07-21 09:00:00,2.36,6.4,5.4,11.8,10.0,75.0,28.0,710.6,0.0,66.0,3.9,0.178,26.0,280.0,2.9
2020-07-22 07:00:00,2.1,4.0,4.3,8.2,6.0,52.0,18.0,710.5,0.0,76.0,3.8,0.171,23.0,251.0,1.1
2020-07-22 11:00:00,2.52,3.9,9.0,12.8,43.0,94.0,33.0,710.9,0.0,55.0,5.9,0.183,29.0,42.0,6.7
2020-07-22 18:00:00,1.95,1.5,2.2,3.7,36.0,42.0,14.0,709.2,0.0,44.0,3.0,0.176,31.0,160.0,6.9
2020-07-23 02:00:00,1.84,0.5195976782908964,0.5,1.6,19.0,28.0,9.0,710.7,0.0,62.0,2.5,0.168,26.0,64.0,8.0
2020-07-23 09:00:00,2.36,5.6,4.8,10.3,14.0,65.0,18.0,711.0,0.0,70.0,4.1,0.176,25.0,21.0,3.9
2020-07-23 10:00:00,2.41,4.3,5.8,10.0,26.0,68.0,19.0,711.0,0.0,63.0,4.6,0.178,28.0,26.0,4.2
2020-07-23 11:00:00,2.36,3.0,5.8,8.7,43.0,86.0,21.0,711.0,0.0,57.0,4.9,0.179,29.0,33.0,6.4
2020-07-24 10:00:00,2.14,2.6,3.3,6.0,30.0,59.0,13.0,710.7,0.0,57.0,4.0,0.176,29.0,15.0,5.4
2020-07-26 13:00:00,2.01,1.1,1.0,2.0,32.0,50.0,29.023970161321245,705.6,0.0,88.0,2.2247969006684656,0.159,21.0,199.0,8.1
2020-07-26 14:00:00,1.98,1.1,0.6,1.6,35.0,18.0,3.0,706.3,0.0,89.0,1.1624831884169922,0.159,21.0,158.0,9.1
2020-07-26 17:00:00,2.1,1.3,3.5,4.8,22.0,34.0,12.0,707.4,0.0,85.0,2.5,0.164,22.0,21.0,5.8
2020-07-26 18:00:00,2.1389905277930774,5.279669345723992,9.312975395340942,14.450205555966669,27.953870479704648,27.0,15.973581943625959,711.8924003786481,0.0,59.28338674515578,4.00557776410907,0.17065792310514372,22.40925148927829,117.5406914348514,6.590774629087665
2020-07-27 20:00:00,2.2,3.9,1.4,5.3,45.0,20.762985088996516,16.0,711.0,0.0,84.0,2.4,0.168,23.0,144.0,4.8
2020-07-28 02:00:00,2.11,2.5,1.6,4.2,39.0,22.46234995368971,17.0,711.0,0.0,88.0,2.3,0.166,22.0,44.0,4.5
2020-07-28 03:00:00,2.18,2.7,4.9,7.7,30.0,32.89984033341982,22.0,710.8,0.0,89.0,2.6,0.169,22.0,16.0,4.3
2020-07-28 11:00:00,2.43,2.7,4.6,7.3,33.0,7.0,14.363517063607901,711.6,0.0,77.0,2.9,0.172,24.0,34.0,6.3
2020-07-28 14:00:00,2.24,1.5,2.5,4.0,38.0,21.0,20.0,711.2,0.0,67.0,2.8,0.172,26.0,69.0,8.1
2020-07-29 02:00:00,2.13,1.0,2.9,4.0,27.0,8.0,18.69860113334539,711.0,0.0,88.0,2.5,0.163,20.0,36.0,3.0
2020-07-29 06:00:00,2.13,1.6,2.7,4.4,19.0,12.0,20.112612223873384,710.8,0.0,87.0,2.7,0.164,21.0,337.0,0.9
2020-07-29 15:00:00,2.11,1.4,1.0,2.3,42.0,7.0,10.91499058416855,710.7,0.0,62.0,2.826171206735239,0.171,27.0,125.0,8.4
2020-07-29 23:00:00,2.06,1.0,0.6,1.5,26.0,7.0,7.0,711.9,0.0,77.0,2.5,0.166,23.0,110.0,6.5
2020-07-30 05:00:00,2.09,1.2,2.3,3.5,21.0,16.764724737618593,11.0,710.9,0.0,87.0,2.7,0.165,22.0,26.0,1.7
2020-08-01 03:00:00,2.21,2.7,2.6,5.3,14.0,54.0,23.0,711.0,0.0,83.0,2.512954280604866,0.171,25.0,182.0,1.2
2020-08-01 12:00:00,2.36,1.5,2.4,4.0,53.0,23.0,9.0,712.6,0.0,54.0,2.9,0.173,26.0,59.0,5.8
2020-08-02 16:00:00,2.14,1.1,0.5,1.6,58.0,17.0,9.0,711.2,0.0,30.0,2.9,0.178,33.0,16.0,7.7
2020-08-03 14:00:00,2.21,1.8,2.1,3.8,82.0,44.0,15.0,712.8,0.0,28.0,4.1,0.18,32.0,67.0,9.2
2020-08-05 04:00:00,2.2,2.7,1.6,4.3,7.0,32.0,13.0,711.5,0.0,80.0,3.2,0.169,24.0,52.0,4.2
2020-08-06 21:00:00,2.21,1.2,0.1856351089085635,1.5,23.0,47.00601759220575,12.102930702672666,710.4,0.0,48.0,2.8,0.173,30.0,117.0,11.2
2020-08-07 04:00:00,2.22,1.6,0.27720282414858133,2.0,10.0,28.0,11.0,711.3,0.0,81.0,2.7,0.166,24.0,47.0,6.4
2020-08-07 22:00:00,2.24,1.2,0.21989530316491823,1.6,20.0,40.70599338318594,12.703196552845611,712.5,0.0,58.0,2.9731463168405554,0.172,28.0,130.0,8.5
2020-08-08 13:00:00,2.25,1.4,0.12102739137772289,1.7,32.0,25.0,8.0,712.9,0.0,48.0,2.9,0.175,30.0,129.0,12.7
2020-08-08 16:00:00,2.28,1.2,0.0865653593663609,1.5,33.0,24.0,10.0,711.8,0.0,42.0,2.8,0.176,32.0,140.0,13.4
2020-08-10 17:00:00,2.42,1.0,0.9,1.8,34.0,49.83021638864987,11.390794356275705,710.5,0.0,41.0,3.4,0.176,32.0,110.0,13.3
2020-08-10 20:00:00,2.36,1.007888125038889,0.6,1.5,28.0,46.44283473159206,12.543831542906673,710.8,0.0,52.0,2.9,0.171,28.0,145.0,12.4
2020-08-10 21:00:00,2.34,5.816250906289678,6.161510899949064,11.895400829116433,27.0,51.4287744059347,15.46461959719909,711.0,0.0,54.0,2.8,0.17,27.0,145.0,11.7
2020-08-12 11:00:00,2.79,2.4,3.7,6.1,34.0,69.0,46.0,711.4,0.0,59.0,4.7,0.176,28.0,65.0,4.5
2020-08-12 23:00:00,2.35,1.5,0.7,2.2,18.0,43.0,21.0,711.0,0.0,46.0,2.7,0.172,28.0,50.0,7.4
2020-08-13 14:00:00,2.57,1.6,2.0,3.7,80.0,94.0,44.0,710.9,0.0,52.0,5.8,0.176,30.0,69.0,10.8
2020-08-13 22:00:00,2.39,1.7,0.8,2.5,26.0,25.0,15.0,710.6,0.0,44.0,2.9,0.174,30.0,142.0,6.1
2020-08-15 20:00:00,2.42,1.5,0.7,2.1,31.0,13.0,7.346260359681764,710.3,0.0,39.0,3.7,0.175,31.0,117.0,8.2
2020-08-18 01:00:00,2.39,1.2,0.18313381781428717,1.2,26.0,32.51995394118397,8.0,713.4,0.0,55.0,2.8,0.171,27.0,121.0,6.7
2020-08-18 06:00:00,3.65,4.1,3.1,7.2,5.0,16.0,15.16039613541659,712.8,0.0,71.0,3.3,0.173,24.0,22.0,1.8
2020-08-19 18:00:00,2.54,1.6,0.9,2.6,48.0,12.0,11.589507716578282,709.5,0.0,41.0,4.1,0.175,31.0,160.0,7.3
2020-08-20 06:00:00,2.59,1.7,2.5,4.1,16.0,13.0,16.180049395294077,709.7,0.0,57.0,4.6,0.168,24.0,226.0,1.8
2020-08-21 06:00:00,2.84,3.4,3.9,7.3,6.0,37.0,23.62473952179039,708.6,0.0,63.0,5.0,0.17,24.0,10.0,1.0
2020-08-21 21:00:00,2.5,1.4,0.8,2.2,43.0,19.0,17.0,708.0,0.0,32.0,3.4,0.174,31.0,135.0,7.9
2020-08-22 00:00:00,2.48,1.4,0.781854364792828,1.6,35.0,21.0,14.0,708.6,0.0,44.0,3.2,0.17,29.0,108.0,7.9
2020-08-22 05:00:00,2.57,2.1,2.4,4.5,7.0,40.75990781228617,15.0,708.7,0.0,69.0,3.2,0.168,24.0,4.0,5.4
2020-08-22 10:00:00,3.26,3.2,4.0,7.3,22.0,30.0,25.0,709.9,0.0,63.0,6.2,0.174,27.0,17.0,4.8
2020-08-22 15:00:00,2.63,1.9503005130405207,1.2,2.7,78.0,22.0,16.707507567435528,709.1,0.0,33.0,8.3,0.178,33.0,73.0,10.9
2020-08-23 03:00:00,2.5,0.548241523410006,1.238381651926808,1.5,21.0,5.0,11.054070025987585,710.1,0.0,70.0,2.8,0.166,25.0,68.0,7.2
2020-08-23 18:00:00,2.58,1.5,0.6,2.0,4.0,15.0,12.0,710.1,0.0,47.0,3.0,0.172,29.0,103.0,13.9
2020-08-24 02:00:00,2.58,1.3,1.0,2.3,25.49432730175478,29.160700045971936,10.0,711.2,0.0,66.0,3.027028123440033,0.167,24.0,92.0,5.3
2020-08-24 14:00:00,2.61,1.5,1.9,3.5,44.53309430824385,18.0,15.0,711.4,0.0,40.0,3.4,0.176,30.0,137.0,9.5
2020-08-25 01:00:00,2.56,0.4625805880443501,1.2859767590154547,1.3,30.928992883986425,9.0,11.425159314769871,711.5,0.0,64.0,3.4,0.168,25.0,121.0,7.0
2020-08-25 17:00:00,2.61,1.468909366047754,0.7,1.7,44.42495029307565,19.0,7.0,709.2,0.0,41.0,2.9,0.174,31.0,109.0,10.6
2020-08-27 02:00:00,2.6,-1.4505281808426105,3.354676934206921,1.3,31.28923990624395,34.9443672728335,13.0,707.7,0.0,48.0,2.7,0.169,28.0,177.0,1.9
2020-08-27 03:00:00,2.62,-1.8107443978567055,3.892615531621942,1.4,31.937741832442356,35.58267029978413,13.0,707.6,0.0,51.0,3.8443462975087357,0.168,27.0,29.0,1.9
2020-08-27 16:00:00,2.68,1.1,0.6,1.6,47.397358068593874,44.874277386515715,12.0,707.4,0.0,33.0,3.0,0.178,35.0,135.0,9.7
2020-08-27 21:00:00,2.69,1.5388981436971747,0.7,1.8,41.72192225935528,6.0,11.769224804456485,707.5,0.0,40.0,2.8,0.174,32.0,151.0,5.1
2020-08-29 02:00:00,2.71,1.5331598083625977,0.5,1.5,30.838292678892387,40.222568873287315,18.0,709.0,0.0,62.0,2.8,0.169,27.0,57.0,5.8
2020-08-29 05:00:00,2.79,2.0,2.5,4.5,25.285846007459128,8.0,19.507372837675575,708.6,0.0,75.0,4.8,0.168,25.0,18.0,3.4
2020-08-29 06:00:00,2.86,1.5,2.3,3.8,22.05910055651458,73.0,48.0,708.5,0.0,78.0,3.8,0.167,24.0,58.0,1.0
2020-08-30 03:00:00,2.76,0.4598898822806916,1.3757416221252328,1.2,27.20949751435718,16.0,18.467983335575013,707.5,0.0,73.0,2.7,0.165,26.0,69.0,5.4
